text,headline
"москва, 29 янв - риа новости. в москве с 10 по 22 февраля пройдет выставка лучших произведений известного фотохудожника бориса кауфмана. выставку лабиринт кауфмана в государственном центральном музее современной истории россии составят около 120 известных черно-белых фотографий художника из собрания риа новости, а также ряд его экспериментальных работ с цветной цифровой фотографией.на выставке будет представлена портретная галерея политических деятелей и главных героев последних десятилетий: от хрущева до ельцина, от гагарина до сахарова. отдельное место среди работ кауфмана занимают жанровые фото, изображающие повседневную жизнь обычных людей. они были удостоены многих почетных наград так, на международной выставке world press photo в 1973 году серия женщины дагестана была отмечена премией золотой глаз, фотография космонавт среди звезд взяла главный приз в номинации человек и век на фотобиеннале-99 в японии, а серия человек родился получила серебряную медаль международной выставки интерпрессфото в 1983 году. выставка охватывает почти полвека творческой деятельности художника: фотокорреспондентом апн кауфман работал с 1961 года, в 1976 перешел в московские новости, в 1992 в независимую газету. в течение 2009 года риа новости приобрело права более чем на 25 тысяч фотографий лучших российских мастеров художественной и репортажной съемки. эти фотографии представляют особую ценность и как исторические документы, и как произведения искусства. 9 февраля состоится вернисаж для прессы.",фотовыставка бориса кауфмана открывается в москве
"москва, 29 янв - риа новости. майкл макфол, глава делегации сша рабочей группы по вопросам гражданского общества, созданной в рамках президентской российско-американской комиссии, удовлетворен результатами первой встречи с российскими коллегами и считает, что в переговорах наблюдается больше согласия, чем расхождений. об этом макфол, советник президента сша по россии, заявил в интервью радиостанции радио свобода свободная европа. президентская российско-американская комиссия была создана по решению дмитрия медведева и барака обамы летом 2009 года во время визита американского президента в москву. макфол отметил, что в ходе состоявшегося в минувшую среду заседания, основными темами которого стали проблемы коррупции и защита несовершеннолетних, делегациям удалось обменяться как историческим, так и современным опытом обеих стран. на просьбу радиостанции прокомментировать слова сопредседателя группы с российской стороны, замруководителя администрации президента рф владислава суркова относительно того, что стороны в ходе встречи не будут читать друг другу лекций, макфол отметил, что именно так и получилось. по его словам, необходимо учитывать особую модальность взаимодействия сша и россии, обмениваться информацией об опыте борьбы с различными проблемами и стремиться к созданию форума, объединяющего российские и американские нпо. позднее встречи этих организаций, по словам собеседника радиостанции, смогут проходить параллельно с межправительственными переговорами. существует множество механизмов, способов, заявлений президентов, встреч президентов, с помощью которых мы можем выразить наше несогласие и нашу обеспокоенность относительно вопросов прав человека, проблем коррупции, относительно всего перечня имеющихся вопросов, и мы в администрации президента обамы, я бы сказал, делаем это достаточно активно, - сказал макфол. однако сопредседатель группы с американской стороны отметил, что было бы заблуждением полагать, что только перечисленные выше методы могут способствовать развитию гражданского общества и демократии в россии. это лишь один из механизмов, - сказал макфол. собеседник агентства также прокомментировал радио свобода свободная европа информацию о том, что в декабре группа конгрессменов в послании президенту обаме выразила протест в связи с назначением на пост сопредеседателя рабочей группы владислава суркова. не нам выбирать, кто, по мнению россии, должен быть сопредседателем любой из рабочих групп, - сказал макфол, добавив, что вашингтон в условиях сегодняшних отношений с россией не пытается указывать что делать и кого назначать. мы были очень рады тому, что россия согласилась на создание рабочей группы в рамках двусторонней президентской комиссии, - подчеркнул сопредседатель группы. в завершении беседы глава американской делегации еще раз подчеркнул, что итоги первого заседания рабочей группы можно охарактеризовать как позитивные, несмотря на то, что в ходе переговоров возможны и расхождения во мнениях. лучше иметь разногласия и знать, что мы не согласны, и открыто говорить о наших противоречиях, чем сидеть в своих комнатах и не иметь никакой реальной связи с теми, мнений которых мы не разделяем, - сказал американский сопредседатель рабочей группы.",острый разговор рф и сша лучше полного отсутствия диалога - макфол
"в пятницу, 29 января, студия инфографики риа новости планирует подготовить следующие материалы: 1. украина накануне второго тура президентских выборов. социологическое исследование кто из кандидатов предпочтительнее. ожидается к 17.00 мск. 2. попутные нефтяные газы. происхождение, запасы и использование. ожидается к 17.00 мск. 3. тарифы на проезд в пригородном железнодорожном транспорте в москве и московской области. сравнение стоимости билетов до повышения тарифов и после. ожидается к 17.00 мск. 4. масленица. обновление. ожидается к 15.00 мск. 5. подвиды тигра. отличительные особенности и морфологические признаки. ожидается к 18.00 мск. 7. экономика россии в 2009 году. перевод на английский, французский и испанский языки. ожидается к 13.00 мск. 8. аэромобильный госпиталь мчс. перевод на испанский язык. готова. 9. курсы валют. динамика за неделю. ожидается к 17.00 мск. 10. фондовые индексы бирж мира. динамика за неделю. ожидается к 15.00 мск. в ближайшее время студия инфографики планирует подготовить следующие материалы: 1. государственные услуги и их доступность через интернет. 2. итоги жеребьевки отборочного турнира чемпионата европы по футболу 2012 г. 3. пулемет максим : характеристики, устройство. 4. места празднования масленицы в москве. 5. спортивные объекты зимней олимпиады в ванкувере. 6. инфоэкраны риа новости в россии. 7. командный и медальный зачет стран-участниц олимпиады 8. советы по постановке автомобиля на учет в гибдд для желающих приобрести инфографические материалы контактный телефон 645-66-01, доб. 7251 e-mail: infografica rian.ru.",29 января студия инфографики планирует подготовить десять материалов
"москва, 29 янв - риа новости. патриарх московский и всея руси кирилл заявил о некорректности сравнения нового совещательного органа церкви - межсоборного присутствия - со светской общественной палатой. к сожалению, в нашей светской прессе в комментариях содержалось много некорректного в связи с созданием межсоборного присутствия. говорили о том, что в церкви создается общественная палата.... это сравнение некорректное, - сказал патриарх, открывая первое заседание президиума межсоборного присутствия в пятницу в храме христа спасителя. по его словам, общественная палата была бы светским аналогом межсоборного присутствия, если в нее добавить президента, главу правительства, министров и всех губернаторов. патриарх пояснил, что в межсоборном присутствии рука об руку будут трудиться патриарх, члены священного синода, епископат, представители духовенства, монашества и мирян. первое заседание президиума патриарх назвал историческим событием в жизни всего православия, поскольку аналогичного органа ни в одной православной церкви нет. межсоборное присутствие, по словам предстоятеля, призвано подготавливать решение на самом высоком уровне церковного управления для архиерейских и поместных соборов церкви. на первом заседании президиуму предстоит утвердить состав комиссий по различным темам, над которыми будет работать межсоборное присутствие, а также календарный план прохождения через него различных вопросов для скорейшей подготовки решений к архиерейским и поместным соборам. соборы созываются довольно редко: архиерейский - примерно раз в четыре года, а поместный - по особым случаям, последний был созван в январе 2009 года в связи с необходимостью выбора нового патриарха. как сообщил патриарх, с июля по декабрь 2009 года аппарат межсоборного присутствия изучил различные предложения более 130 его членов по самым разным вопросам, волнующим священнослужителей, монашествующих и мирян. по словам патриарха, большинство вопросов оказались второстепенными и вносить их в повестку дня не представляется возможным, поэтому многие вопросы были объединены в более широкие темы, которые и обсудит сегодня президиум. патриарх призвал собравшихся также определить принципы информационной политики межсоборного присутствия. нам очень важно, чтобы межсоборное присутствие стало важной частью церковной жизни, чтобы тематика межсоборного присутствия обсуждалась людьми, в церковной прессе, - заключил первосвятитель. как сообщил ранее риа новости член президиума, глава информационного отдела московского патриархата владимир легойда, на заседании будут решаться вопросы структурной организации работы межсоборного присутствия, в частности, какие там должны быть комиссии, и какой первоначальный круг проблем они будут разрабатывать. представитель рпц не сомневается, что в этот перечень войдут вопросы биомедицинской этики, образования, взаимодействия церкви с музейным сообществом, со сми, вопросы богословия и устроения церковной жизни на приходах, в монастырях. будут обсуждаться острые вопросы, которые волнуют общество, и не будет попытки уйти от них, - заверил легойда. положение о межсоборном присутствии рпц утверждено на заседании священного синода, проходившем 27 июля 2009 года под председательством патриарха кирилла в киеве. в документе сказано, что предание церкви свидетельствует о важном значении соборности и советования епископата с полнотой церковной, ибо кто слушает совета, тот мудр притч. 12. 15 24. 6. одной из форм такого советования в рпц и призвано стать межсоборное присутствие. по определению, оно является совещательным органом, содействующим высшей церковной власти в подготовке решений, касающихся наиболее важных вопросов внутренней жизни и внешней деятельности рпц.",патриарх кирилл призвал не сравнивать межсоборное присутствие с оп
"пекин, 29 янв - риа новости, мария чаплыгина. китай отправляет на xxi зимние олимпийские игры в ванкувере 91 спортсмена, больше, чем когда-либо ранее, приводят в пятницу местные сми заявление олимпийского комитета китая. в ванкувер на игры прилетит сборная кнр в составе 182 человек, 91 из них - спортсмены. китайский рекорд значительно уступает числу российских олимпийцев, которые отправятся на игры-2010: в состав сборной россии, официально утвержденный во вторник, вошло 175 спортсменов. как отмечает китайский олимпийский комитет, нынешнее представительство китая на зимней олимпиаде будет наиболее масштабным за всю историю участия китая в зимних играх. для сравнения, на прошлых зимних играх в итальянском турине, за кнр выступили 71 спортсмен. китайские спортсмены выступят в 11 видах олимпийской программы. медальные надежды руководство команды связывает с парным фигурным катанием, фристайлом, женскими состязаниями по сноубордингу, конькобежным спортом, на успех рассчитывает также женская сборная по керлингу. ранее спортивные чиновники кнр многократно заявляли о том, что не рассчитывают на высокие места в общем командном зачете зимней олимпийской программы. вместе с тем, команда намерена показать лучшее на что способна во всех видах. после успешного проведения летней олимпиады 2008 в пекине, где китайские спортсмены завоевали 51 золото, спортивное руководство кнр заявило о необходимость развития зимних видов спорта и укрепления этого направления в китайском спорте. зимние олимпийские игры пройдут в ванкувере с 12 по 28 февраля.",китай отправляет в ванкувер рекордное число спортсменов
"москва, 29 янв - риа новости. московский окружной военный суд мовс перенес на 9 февраля рассмотрение жалобы на приговор бывшему начальнику управления кадров железнодорожных войск анатолию веремееву, который получил пять лет колонии за мошенничество с жильем в особо крупном размере, передает корреспондент риа новости из зала суда. таким образом судебная коллегия удовлетворила ходатайство одного из адвокатов веремеева алексея куприянова, который просил дать ему дополнительное время для более подробного ознакомления с материалами, поскольку он вступил в дело лишь несколько дней назад. ходатайство поддержали и представители гособвинения, поскольку им также потребуется время для изучения жалобы, поданной куприяновым, и дополнений к жалобе, поданных вторым адвокатом веремеева владимиром дементьевым. согласно решению московского гарнизонного военного суда мгвс от 11 ноября 2009 года, веремеев был лишен воинского звания генерал-лейтенант и в собственность министерства обороны рф была возвращена квартира в москве, стоимость которой оценивается в 7 миллионов рублей. суд признал веремеева виновным в использовании служебного положения для улучшения жилищных условий своих и членов семьи. при этом он вводил в заблуждение должностных лиц и членов жилищной комиссии, отмечалось в тексте приговора. представитель государственного обвинения заявил по окончании процесса в мгвс журналистам, что приговор в отношении веремеева - очередной в цепочке уголовных процессов по фактам экономических преступлений в железнодорожных войсках рф. наказание, полученное веремеевым, соответствует тяжести преступления, отмечал прокурор.",суд по жалобе на приговор генералу веремееву перенесен на 9 февраля
"москва, 29 янв - риа новости. квинси овусу-абейе, отданный московским спартаком в аренду, горит желанием помочь терпящему бедствие портсмуту сохранить место в премьер-лиге чемпионата англии по футболу, сообщает сайт английской команды. я очень счастлив находиться здесь в портсмуте. я также надеюсь, что смогу помочь клубу остаться в премьер-лиге. важно не терять концентрацию, тогда мы сможем выиграть несколько матчей и покинуть зону вылета, - цитирует слова квинси пресс-служба портсмута. спартак отдал 23-летнего квинси, который уже находится в расположении портсмута, в аренду сроком на полгода. английский клуб сообщает об этом как о свершившемся факте. пресс-служба красно-белых, в свою очередь, отмечает, что спартак и портсмут близки к договоренности о переходе квинси. в ближайшее время клубы должны урегулировать последние детали соглашения. портсмут замыкает турнирную таблицу чемпионата англии. от 19-го места команду авраама гранта отделяет 4 очка. квинси перешел в спартак в 2006 году из лондонского арсенала. за это время игрок провел в составе красно-белых менее 30 матчей и трижды побывал в аренде.",квинси готов помочь портсмуту остаться в премьер-лиге
"полиция американского штата флорида обнаружила забетонированные останки человека, который, предположительно, являлся обладателем многомиллионного лотерейного выигрыша, сообщает в пятницу телеканал cnn. известно немало случаев, когда выигрыш в лотерее не приносил обладателю счастья. не всегда жизни обладателей выигрышного билета что-то угрожает, но нередко выигрыши приводят к ссорам. например, лотерея powerball однажды обернулась крупным скандалом. семья уэльс выиграла 300 млн долларов, но их сослуживцы подали на них в суд. они утверждают, что 190 билетов лотереи были куплены в складчину, поэтому многомиллионный выигрыш должен быть разделен между сотрудниками. однако сами уэльсы говорят, что купили еще двадцать билетов на собственные деньги, среди которых был и счастливый. коллеги же по работе вначале не только не высказывали претензии, но и даже поздравляли их с этим выигрышем. другие же счастливчики зачастую не знаю, как распорядиться выигрышем. так, одна британская пара, сорвавшая джек-пот в 2,25 млн фунтов, даже не стала переезжать из своей маленькой квартирки. 68-летний джон дэйвис и его 73-летняя супруга пэт также не стали покупать себе новую машину. после выигрыша они дали торжественное обещание, что в их жизни ничего не изменится. пускай мы теперь миллионеры, это ничего не значит. мы хотим продолжать жить так же, как раньше, - заявил журналистам джон. если бы я был моложе, то, наверное, думал бы о развлечениях, дорогих машинах и других вещах. но какой во всем этом смысл в моем возрасте? - добавил он. мы хотим вести нормальную жизнь в нормальном доме, быть рядом с нашей семьей и друзьями. это и есть счастье, - вторит его супруга пэт. единственное, что миллионеры позволили себе, - это небольшая экскурсия. также они решили съездить в сингапур, где в свое время джон служил военным врачом британских вмс. кроме того, чета дэйвис решила пожертвовать часть денег на благотворительность. остальные же деньги, по словам скромных миллионеров, пойдут на материальную поддержку двух дочерей, пяти внуков и пяти правнуков. похожим образом повел себя и один из семи работников мясоперерабатывающего комбината, которые выиграли в лотерею powerball. джек-пот, который они поделили, составил 365 миллионов долларов. каждому из них досталось по 15,5 миллионов долларов сша. онако один из победителей, 47-летний менеджер майк таписта, заявил журналистам, что просто не представляет, что делать с доставшимися ему деньгами. у всех есть мечты вроде покупки острова или самолета, - пояснил он, - но я вот боюсь высоты и не слишком люблю воду... материал подготовлен интернет-редакцией www.rian.ru на основе информации риа новости и открытых источников",крупные выигрыши: чем оборачивается победа в лотереях
"оренбург, 29 янв - риа новости. беляевский районный суд оренбургской области перенес на 3 февраля дальнейшее рассмотрение дела обвиняемой в халатности бывшей главы местного отдела образования нины ихневой, ставшей, по версии следствия, одной из виновных в гибели пяти девочек при обрушении здания поселковой школы, сообщила в пятницу риа новости пресс-секретарь райсуда татьяна андреева. в учебный день 1 октября 2008 года в средней школе беляевки рухнула стена и лестничные марши с первого по третий этажи. погибли пять учениц 11-го класса. еще четыре человека, в том числе трое детей, получили травмы. в ходе следствия обвинение было предъявлено главе отдела образования беляевского района нине ихневой и директору школы ларисе цеповяз. их действия квалифицированы по части 3 статьи 293 ук рф халатность, которая предусматривает лишение свободы на срок до семи лет. по версии следствия, тяжкие последствия при обрушении школы явились результатом ненадлежащего исполнения обвиняемыми своих должностных обязанностей в плане охраны труда и проведения своевременного обследования технического состояния здания и его ремонта. уголовное дело в отношении ларисы цеповяз было выделено в отдельное производство и рассматривалось, по ее ходатайству, в особом порядке. приговор в отношении бывшего директора школы районный суд вынес 21 января, ей назначено наказание в виде двух лет лишения свободы в колонии-поселении. уголовное дело в отношении нины ихневой беляевский районный суд начал рассматривать в общем порядке 20 января. сейчас процесс перенесен на 3 февраля. пауза в рассмотрении материалов дела наступила в связи с тем, что адвокат нины ихневой подал соответствующее ходатайство, - сказала андреева. она также пояснила, что причины этого с самим процессом не связаны - адвокат попросил отложить дальнейшее рассмотрение из-за собственной загруженности по другим делам. на вопрос, как на какой стадии находится процесс, андреева сообщила, что суд еще не закончил опрос всех свидетелей, проходящих по делу. с 3 февраля будут опрошены оставшиеся два свидетеля, после чего суд приступит уже непосредственно к допросу обвиняемой ихневой, - добавила пресс-секретарь райсуда.",суд по делу об обрушении школы в беляевке перенесен на 3 февраля
"казалось бы, что должно пользоваться большим спросом на рынке московского жилья дешевые или дорогие квартиры? логичным выглядит, что дешевые, но, как оказалось, сегодня это не так. бедным российским миллионерам можно только посочувствовать, ведь, помимо потери части своего состояния, им постоянно приходится искать места, куда можно инвестировать пока еще имеющиеся деньги. и инвестируют они, естественно, не в хрущевки и панельные дома, а в добротный и качественный бизнес-класс. что же тогда происходит с квартирами эконом-класса по цене даже в 70 тысяч рублей за квадратный метр? спрос на них утонул вместе с недавно отправившимся в плавание кораблем под названием ипотека. так и стоят квартиры-мечты простых советских и российских рабочих пустующими, в то время как квартиры-сказки раскупаются как пирожки. о том, что происходит сегодня на рынке жилья москвы и россии, как изменилась стоимость строительных материалов и себестоимость строительства в 2009 году, а также о том, как российские власти намерены бороться с избыточными проектными решениями при строительстве объектов за бюджетные средства, в интервью риа новости - недвижимость рассказал руководитель федерального центра ценообразования в строительстве и промышленности строительных материалов фгу фццс евгений ермолаев. - евгений евгеньевич, расскажите, как изменилась себестоимость строительства жилья в москве с начала кризиса? снизилась ли она? - значительного снижения издержек на строительство не произошло. необходимо помнить, что себестоимость строительства рассчитывается исходя из трех строительных ресурсов материалов, механизмов и оплаты труда. так вот, строительные материалы в декабре 2009 года, по отношению к октябрю 2008 года, упали в цене на 21,9%. зарплаты остались прежними, поэтому можно сказать, что общее снижение издержек в строительстве есть, но не более, чем на 10%. - сколько же сегодня составляет реальная себестоимость строительства жилья массового потребления в москве и в регионах? - в москве себестоимость жилья традиционных проектных решений например, панельных домов на сегодня составляет 50-60 тысяч рублей за квадратный метр. и это уже с учетом муниципальной отделки. в регионах себестоимость значительно ниже 23-30 тысяч рублей за квадратный метр жилья экономического класса. - почему такая существенная разница? - разница из-за стоимости издержек. строительство жилья в москве по нашим данным может стоить 25-30 тысяч рублей за квадратный метр. но на сегодня стоимость складывается из таких составляющих: порядка 25 тысяч рублей распределяются в равных долях на стоимость земли, подключение электроэнергии и инженерных сетей. помимо этого, все строительные издержки составляют еще 25-30 тысяч рублей. так и получается себестоимость 50-60 тысяч рублей за квадратный метр. что же касается регионов россии в целом, то там издержки на подключение сетей и за землю значительно ниже. строительство самого дома так примерно и остается на уровне 20-25 тысяч рублей за квадратный метр, но земля к стоимости этого метра добавляет лишь 1-2 тысячи рублей, электроэнергия 1-2 тысячи рублей, а иные сети также 1-2 тысячи рублей. этим и объясняется то, что в более чем 70 регионах рф жилье уже продается по цене ниже 30 тысяч рублей за квадратный метр. и это не единичные случаи, по этим ценам реально можно купить квартиры. - стоит ли ждать снижения стоимости строительных материалов, а вместе с тем и себестоимости строительства жилья в 2010 году? - строительные материалы переживают сезонное снижение цен. нужно помнить еще и о другой закономерности - если сокращается объем производства, то цена на единицу продукции должна вырасти. а объемы производства строительных материалов сократились. именно из-за того, что некоторые издержки в связи с сокращением спроса выросли, стоимость стройматериалов снизилась в среднем на 20%, а не в 2-3 раза. конечно, в январе-феврале цена может немного уменьшиться, так как спрос очень низкий, но все это будет компенсировано с началом строительного сезона. мы считаем, что по итогам 2010 года ценовые показатели, сложившиеся в декабре 2009 года, сохранятся. что же касается жилья, если снижения стоимости строительных материалов не будет, то себестоимость строительства жилья может и вовсе вырасти. например, в случае роста зарплат или других факторов. - что сегодня происходит на рынке жилья москвы? по каким ценам покупатель готов покупать квартиры? - в москве жилье массового спроса, где стоимость не превышает 70 тысяч рублей за квадратный метр, активно не продается, а то, что стоит 7-7,5 тысячи долларов за квадратный метр, реализуется быстро. - почему же сложилась такая ситуация? - если проанализировать ситуацию на конец 2008 года начало 2009 года, то тогда порядка 30% жилья покупалось на ипотечные кредиты. 40% - с целью инвестирования сбережений граждан и приумножения капитала. кризис практически заморозил ипотечное кредитование, поэтому более 30% потенциальных покупателей не смогут реализовать свои планы. однако, сохранилась категория покупателей без привлечения ипотеки, так как у них есть устойчивые доходы, а также те, кто покупал жилье с целью инвестирования. вот они и будут покупать жилье, однако здесь речь идет не о массовом секторе, а о жилье высоких потребительских свойств по ценам: 7-7,5 тысяч долларов. кстати, наш постоянный мониторинг движения рынка жилья показывает, что все последние месяцы цены на жилье бизнес-класса висели старые 9-12 тысяч долларов за квадратный метр, однако фактические сделки проходили на уровне 4,5 тысячи долларов за квадратный метр, или в два раза от декларируемой цены. сейчас эта планка поднялась до 7-7,5 тысячи долларов за квадратный метр, так что стоимость реальных сделок по жилью высоких потребительских свойств выросла. нужно понимать, что многим людям деньги действительно пристраивать некуда. - почему цена строительства так сильно отличается от цены реализации? справедливо ли это? - понимаете, девелоперы, подрядчики, строители это все реальная сфера производства. но есть еще сфера обращения это те, кто ничего не производит. сюда входит финансовая сфера, посредники, всяких швондеров рознь. сейчас сфера обращения забирает львиную долю дохода из рыночной стоимости, однако с точки зрения развития производства это несправедливо. почему цены сейчас так падают? потому что они созданы сферой обращения и разрозненные владельцы продают жилье по тем ценам, по которым рынок способен покупать, раскачивая ситуацию. - получается, что из-за этих швондеров многие девелоперы оказались на грани краха? - не совсем так. на грани краха многие оказались по своей инициативе, ведь все они на растущем рынке следовали одной похожей схеме. а именно, покупали землю в москве точнее, проектную документацию с разрешением на строительство объекта. как правило, долька от этого будущего объекта примерно треть квартир отдавалась близким к городским властям компаниям деньгами или активами, которые готовили эту документацию. другая часть квартир уходила в свободный рынок через посредников так появлялись конечные покупатели. и какая-то часть оставлялась себе треть квартир, чтобы додержать их до конца строительства и заработать в 5-6 раз больше по сравнению с начальными затратами. так вот, второй трети квартир которые приобрели граждане достаточно для того, чтобы достроить объект целиком. однако, как поступали компании? они продавали эту вторую треть, а оставшуюся часть собственных квартир закладывали в банк и брали кредит. в сумме эти средства направлялись на покупку другой площадки, и такое повторялось по нескольку раз. но все это работает на растущем рынке. если рынок встал - у компаний получается дырка, так как банки кредиты не дают, а граждане жилье не покупают. так компании и остались со своими площадками. при этом, строители, которые не впутывались в эту пирамиду, замечательно живут и сегодня и проданных 30% квартир на рынке им вполне хватает, чтобы окупить стоимость строительства. - что бы вы назвали главной проблемой строительной отрасли в настоящий момент? - по моим оценкам, самым некачественным строительным звеном в настоящий момент являются проектировщики. вообще у проектировщиков в настоящий момент какое-то вырождение, а стоимость проектных работ крайне завышена. к сожалению, никто из участников строительного процесса не заинтересован, чтобы сэкономить: ни заказчик, ни подрядчик, ни проектировщик, ни сами исполнители работ. так что основная проблема сегодня избыточные проектные решения. смотрите, стоимость каждого из компонентов будущего объекта гидроизоляция, теплоизоляция, кровля и любой отделочный материал имеет диапазон в десяток цен в зависимости от качества, производителя и так далее. хотя с социальной с точки зрения, например, для больницы важно, чтобы теплоизоляция или гидроизоляция соответствовали техническим нормам, а не были произведены где-то заграницей. как же бывает в жизни? зачастую проектировщики просто продают технологии и конкретные материалы, закладывая их в объект. в качестве примера можно привести два разных субъекта федерации с похожими случаями, где возводятся административные здания и проектная организация представляет этот проект в экспертизу. экспертиза выдает заключение о том, что для реализации здания необходимо сделать шпунтовое ограждение. это позволит нейтрализовать воздействие строительства на окружающие здания, но это является самым дорогим в этой работе. естественно, проектная организация рассматривает этот проект по существу и выясняет, что эти сваи не только будут бесполезны, но будут еще и вредить окружающим зданиям. однако экспертиза повторно отказывает и доказывает, что без свай не пропустит. весь секрет заключается в том, что тесть начальника экспертизы является владельцем завода по производству свай, и таким образом экспертиза продает сваи. в результате мы получаем избыточные проектные решения. такие же примеры могут быть и с гидроизоляцией, теплоизоляцией, кровельным материалом. вторая ситуация: проектировщик закладывает свайное ограждение, экспертиза рассматривает и говорит, что здесь свайное ограждение не нужно, его можно исключить. на это проектировщик доказывает, что по закону у экспертизы нет права изменять проектные решения. экспертиза может доказать только надежность и безопасность, а если сваи не нарушают эти параметры, то проектировщик имеет право применять любые решения и проектировщик тут абсолютно прав. в результате оказывается, что директор проектной организации просто является владельцем этого завода по производству свай. - и что же остается строителям? - строители вынуждены реализовать то, что заложил проектировщик, а у проектировщика есть сотни вариантов, чтобы доказать, что использоваться должен конкретный материал, а другой применяться не может. то же самое и у экспертизы. и вот они сидят, договорившись с проектировщиками ребята, вы берете теплоизоляцию, а мы гидроизоляцию. так что есть возможность манипулировать результатом, но никто не заинтересован в экономии. не то чтобы морально не заинтересован просто им система не ставит такой задачи. - я знаю, что у вас уже подготовлено решение этой проблемы на государственном уровне. так ли это и в чем оно заключается? - да, с 1 января все обязаны использовать наши нормативы, которые сокращают возможность применения избыточных проектных решений, а также возможности употребления коррупции. мы уже определили нормативы стоимости строительства для стадии бюджетного планирования, которые позволяют определить, сколько стоит одно место в, например, школе на 50, 100, 300, 400 мест. хотя раньше все эти цифры высасывались из пальца. кстати, из наших расчетов вытекает, что школу на 50 мест, где затраты такие же, как в школе на 200 мест, нет смысла строить вообще. гораздо проще построить одну школу на три села на 200 мест, организовать доставку детей, чем три по 50 мест. - в чем заключается новая система? - она предполагает, что еще только на стадии планирования строительства появляются документы, которые определяют нормативы цены строительства каждого объекта. на нескольких страничках, вместо огромного талмуда, получается объективный и обоснованный расчет будущих. например, пускай построить школу стоит 500 миллионов рублей. отсюда уже определена примерная стоимость проектных работ, которая составляет в среднем 5% от бюджета 25 миллионов рублей. проводится аукцион, определяется проектировщик из тех, кто меньше предложил цену. у него есть задание спроектировать в этом параметре стоимости 500 миллионов рублей. если же эта сумма превышает бюджет, то ее не принимают на экспертизу, и он должен доказать, почему у него стоимость проекта выше этого бюджета, обосновать. или он представил проект, где цифра 490 миллионов рублей, а экспертиза проводится и показывает, что там все 600 миллионов рублей на самом деле. тоже этот расчет возвращается. а как было раньше? архитектор рисует планировку, конструктор рассчитывает, какие конструкции позволяют реализовать эту задумку. потом отдают это в сметный отдел, который по бородатым нормам считает, сколько это все получится: применяют десяток расценок, которые в базе 2000 года, умножают на коэффициент, начисляют накладные и так далее. и цифра появляется только в конце расчетов, и почему она такая большая и где наибольший вес издержек непонятно. поэтому с 1 марта начнут работу еще одни нормативы нормативы цен по видам конструктивных решений например, полы, стены, кровли. благодаря этому, проектировщик сможет манипулировать внутри, изменяя решения и управляя ценой. - получается, что школы в москве и других регионах будут стоить одинаково? - с 1 января мы дали привязку ко всем субъектам федерации. у нас утвержден классификатор сметных нормативов и к каждому субъекту федерации есть понижающий и повышающий коэффициент по отношению к москве. кроме того, у каждого субъекта федерации есть право разработать свои собственные нормативы с помощью наших нормативов. кто-то будет предлагать прогрессивные решения, кто-то будет доказывать, что этого норматива недостаточно и надо увеличить, но все работают на общее дело. и прогрессивные решения мы будем брать за основу своих решений в масштабах россии, которые станут общим достоянием. также стоит сказать, что в настоящий момент мы ведем работу по созданию всероссийской базы данных результатов проектирования и информационного портала по стоимости строительных ресурсов, к которому все производители и поставщики будут привязаны. база данных результатов проектирования позволит производить анализ ранее примененных проектных решений и выбрать наиболее эффективные, что даст возможность новым и современным технологиям найти свое применение, и предотвратить применение экономически неэффективных технологий. то же самое касается и материалов. - как же они будут работать? - например, каждый, кто выиграет конкурс на проектирование, обязан разместить полную информацию о проекте в базе данных. это обязательное условие, которое позволит остановить процесс калькирования готового проекта, например, школы из одного района в другой, без индивидуальной дополнительной проработки. нельзя за один и тот же проект получать оплату несколько, а то и бесконечное число раз.",дешевые квартиры перестали покупать в москве
